id,committees,congress,bill_type,bill_number,bill_version,title,text_length,policy_area,legislative_subjects
118hres199eh,['Rules Committee'],118.0,House Simple Resolution,199.0,Engrossed (House),"Providing for consideration of the bill (H.R. 140) to amend title 5, United States Code, to prohibit Federal employees from advocating for censorship of viewpoints in their official capacity, and for other purposes; providing for consideration of the joint resolution (H.J. Res. 27) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of the Army, Corps of Engineers, Department of Defense and the Environmental Protection Agency relating to “Revised Definition of ‘Waters of the United States’”; and providing for consideration of the bill (S. 619) to require the Director of National Intelligence to declassify information relating to the origin of COVID–19, and for other purposes.",4744.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres75rh,['Rules Committee'],118.0,House Simple Resolution,75.0,Reported in (House),"Providing for consideration of the joint resolution (H.J. Res. 7) relating to a national emergency declared by the President on March 13, 2020; providing for consideration of the bill (H.R. 139) to require Executive agencies to submit to Congress a study of the impacts of expanded telework and remote work by agency employees during the COVID–19 pandemic and a plan for the agency’s future use of telework and remote work, and for other purposes; providing for consideration of the bill (H.R. 382) to terminate the public health emergency declared with respect to COVID–19; and providing for consideration of the bill (H.R. 497) to eliminate the COVID–19 vaccine mandate on health care providers furnishing items and services under certain Federal health care programs.",3087.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres564ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,564.0,Introduced (House),Supporting the goals and ideals of Alzheimer’s and Brain Awareness Month.,456.0,Health,"['Commemorative events and holidays', 'Neurological disorders']"
118hres196ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,196.0,Introduced (House),Memorializing those impacted by and lost to the COVID–19 pandemic.,336.0,Health,"['Cardiovascular and respiratory health', 'Commemorative events and holidays', 'Congressional tributes', 'Emergency medical services and trauma care', 'Infectious and parasitic diseases']"
118hres78eh,['Rules Committee'],118.0,House Simple Resolution,78.0,Engrossed (House),"Providing for a certain total number of members on certain select committees and subcommittees, and for other purposes. ",2167.0,Congress,"['Congressional committees', 'Congressional operations and organization', 'House of Representatives', 'Members of Congress']"
118hres460ih,"['Energy and Commerce Committee', 'Ways and Means Committee', 'Education and the Workforce Committee']",118.0,House Simple Resolution,460.0,Introduced (House),Expressing the sense of the House of Representatives that the Congress should enact the Older Americans Bill of Rights to establish that older Americans should have the right to live with dignity and with independence.,2002.0,Social Welfare,"['Age discrimination', 'Aging', 'Computer security and identity theft', 'Domestic violence and child abuse', 'Elections, voting, political campaign regulation', 'Employee benefits and pensions', 'Employment and training programs', 'Employment discrimination and employee rights', 'Health care costs and insurance', 'Health care coverage and access', 'Health facilities and institutions', 'Health promotion and preventive care', 'Home and outpatient care', 'Housing supply and affordability', 'Internet, web applications, social media', 'Medicaid', 'Medicare', 'Nutrition and diet', 'Prescription drugs', 'Social security and elderly assistance', 'Social work, volunteer service, charitable organizations', 'Voting rights']"
118hres891eh,['Rules Committee'],118.0,House Simple Resolution,891.0,Engrossed (House),"Providing for consideration of the bill (H.R. 5283) to prohibit the use of Federal funds to provide housing to specified aliens on any land under the administrative jurisdiction of the Federal land management agencies; providing for consideration of the bill (H.R. 5961) to freeze certain Iranian funds involved in the 2023 hostage deal between the United States and Iran, and for other purposes; and providing for consideration of the joint resolution (S. J. Res. 32) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Consumer Financial Protection relating to ‘‘Small Business Lending Under the Equal Credit Opportunity Act (Regulation B)”.",5783.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres232ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,232.0,Introduced (House),"Recognizing the importance of sleep health and expressing support for the designation of the week of March 12 through March 18, 2023, as Sleep Awareness Week.",637.0,Health,"['Commemorative events and holidays', 'Health promotion and preventive care']"
118hres815ih,"['Energy and Commerce Committee', 'Education and the Workforce Committee']",118.0,House Simple Resolution,815.0,Introduced (House),"Expressing support for the recognition of October 26, 2023, as Intersex Awareness Day, and supporting the goals and ideals of Intersex Awareness Day.",904.0,"Civil Rights and Liberties, Minority Issues","['Commemorative events and holidays', 'Sex, gender, sexual orientation discrimination']"
118hres55ih,['Energy and Commerce Committee'],118.0,House Simple Resolution,55.0,Introduced (House),"Recognizing the roles and the contributions of Americas Certified Registered Nurse Anesthetists (CRNAs) and their critical role in providing quality health care for the public and the Nation’s Armed Forces for more than 150 years, through multiple public health emergencies, and beyond.",411.0,Health,"['Cardiovascular and respiratory health', 'Commemorative events and holidays', 'Congressional tributes', 'Emergency medical services and trauma care', 'Health personnel', 'Hospital care', 'Infectious and parasitic diseases', 'Licensing and registrations', 'Nursing', 'Surgery and anesthesia']"
118hres327rh,['Rules Committee'],118.0,House Simple Resolution,327.0,Reported in (House),"Providing for consideration of the bill (H.R. 2811) to provide for a responsible increase to the debt ceiling, and for other purposes, and providing for consideration of the joint resolution (H.J. Res. 39) disapproving the rule submitted by the Department of Commerce relating to Procedures Covering Suspension of Liquidation, Duties and Estimated Duties in Accord With Presidential Proclamation 10414.",1845.0,Congress,"['House of Representatives', 'Legislative rules and procedure']"
118hres622ih,"['Transportation and Infrastructure Committee', 'Homeland Security Committee']",118.0,House Simple Resolution,622.0,Introduced (House),Honoring the efforts of the Coast Guard for excellence in maritime border security.,306.0,Transportation and Public Works,"['Border security and unlawful immigration', 'Congressional tributes', 'Department of Defense']"
118hres91ih,['Oversight and Accountability Committee'],118.0,House Simple Resolution,91.0,Introduced (House),"Expressing support for the designation of February 1, 2023, as George Washington Carver Day.",178.0,Agriculture and Food,"['Agricultural education', 'Agricultural practices and innovations', 'Commemorative events and holidays']"
118hres373ih,['Oversight and Accountability Committee'],118.0,House Simple Resolution,373.0,Introduced (House),Expressing support for the designation of May 9 as Home Front Heroes Day.,222.0,Government Operations and Politics,"['Commemorative events and holidays', 'Congressional tributes', 'Military personnel and dependents']"
118hres534ih,['Veterans'],118.0,House Simple Resolution,534.0,Introduced (House),"Expressing support for the designation of the day of June 19, 2023, to commemorate and celebrate the 75th Anniversary of the Specially Adapted Housing Grant Program.",1073.0,Housing and Community Development,"['Commemorative events and holidays', 'Housing finance and home ownership', 'Housing for the elderly and disabled', 'Residential rehabilitation and home repair', 'Veterans']"
